Acc,Fault Type,RUL
6.19E-06,0,19486
5.15E-05,0,19485
0.00034179,0,19484
9.47E-05,0,19483
0.00019317,0,19482
0.00024614,0,19481
0.00021617,0,19480
0.00035635,0,19479
8.43E-05,0,19478
0.00020993,0,19477
1.79E-05,0,19476
3.02E-05,0,19475
0.00010484,0,19474
8.39E-05,0,19473
-0.00017568,0,19472
-0.00013775,0,19471
-0.00016954,0,19470
-0.00019043,0,19469
1.58E-05,0,19468
-6.44E-05,0,19467
-0.00019627,0,19466
-4.23E-05,0,19465
-0.00012322,0,19464
-0.0002536,0,19463
-0.00010484,0,19462
-0.00011139,0,19461
-2.76E-05,0,19460
0.00012934,0,19459
8.17E-05,0,19458
0.00033118,0,19457
7.14E-05,0,19456
0.00027384,0,19455
0.00020715,0,19454
0.00018515,0,19453
-2.70E-05,0,19452
0.00022306,0,19451
0.0002871,0,19450
-2.48E-05,0,19449
0.00014438,0,19448
2.54E-05,0,19447
-0.00013052,0,19446
-9.02E-05,0,19445
-0.00029145,0,19444
-7.97E-06,0,19443
-0.00029166,0,19442
-0.00021241,0,19441
-9.83E-05,0,19440
-0.00040343,0,19439
-0.00010936,0,19438
-6.54E-05,0,19437
-0.00010798,0,19436
1.87E-05,0,19435
-0.00012646,0,19434
-6.76E-05,0,19433
-3.11E-05,0,19432
1.41E-05,0,19431
6.06E-05,0,19430
-0.00010773,0,19429
0.00012226,0,19428
2.28E-05,0,19427
5.92E-05,0,19426
9.63E-05,0,19425
3.07E-05,0,19424
0.00015169,0,19423
0.00019401,0,19422
1.01E-05,0,19421
5.09E-05,0,19420
-8.53E-05,0,19419
0.00013329,0,19418
0.00025518,0,19417
-0.00014863,0,19416
-0.00012327,0,19415
9.98E-05,0,19414
9.10E-05,0,19413
0.00020642,0,19412
-4.83E-05,0,19411
-3.87E-05,0,19410
-2.85E-05,0,19409
-3.43E-05,0,19408
-2.60E-06,0,19407
-0.00011391,0,19406
-4.83E-05,0,19405
4.36E-05,0,19404
0.00014418,0,19403
1.05E-06,0,19402
-6.66E-05,0,19401
-4.09E-05,0,19400
0.0001803,0,19399
4.35E-05,0,19398
5.06E-05,0,19397
0.00017399,0,19396
0.00015909,0,19395
2.38E-05,0,19394
-0.00013393,0,19393
-5.83E-05,0,19392
-2.17E-05,0,19391
-1.06E-05,0,19390
-9.38E-05,0,19389
-0.00023986,0,19388
-6.27E-07,0,19387
-0.00015135,0,19386
9.96E-05,0,19385
3.40E-05,0,19384
-0.00011403,0,19383
-0.00017077,0,19382
-2.92E-05,0,19381
-2.17E-05,0,19380
-0.00014268,0,19379
5.85E-05,0,19378
0.00013956,0,19377
-5.53E-05,0,19376
0.00010399,0,19375
0.00015512,0,19374
0.00021113,0,19373
0.00017135,0,19372
0.00027044,0,19371
0.00017505,0,19370
0.0001277,0,19369
7.15E-05,0,19368
0.00015041,0,19367
-4.71E-05,0,19366
-6.37E-05,0,19365
-8.92E-05,0,19364
-0.00013093,0,19363
-0.00010547,0,19362
-9.95E-05,0,19361
-9.20E-05,0,19360
-4.25E-05,0,19359
-0.00017079,0,19358
-6.59E-05,0,19357
-0.00023602,0,19356
-0.00031165,0,19355
4.25E-05,0,19354
2.78E-05,0,19353
6.02E-05,0,19352
5.95E-05,0,19351
-0.00013815,0,19350
6.25E-05,0,19349
3.80E-05,0,19348
0.00022654,0,19347
-3.55E-05,0,19346
8.71E-05,0,19345
3.92E-05,0,19344
2.34E-05,0,19343
6.66E-05,0,19342
0.00010558,0,19341
-4.20E-05,0,19340
0.00011335,0,19339
0.00015555,0,19338
7.91E-05,0,19337
-5.42E-05,0,19336
2.09E-05,0,19335
-3.49E-05,0,19334
-4.74E-05,0,19333
-4.00E-05,0,19332
-0.00024267,0,19331
-0.00013046,0,19330
6.73E-05,0,19329
-0.00010748,0,19328
-9.77E-05,0,19327
-6.38E-05,0,19326
-5.75E-05,0,19325
-6.03E-05,0,19324
0.00016122,0,19323
-2.90E-05,0,19322
0.00023108,0,19321
0.00013868,0,19320
0.00014307,0,19319
2.96E-05,0,19318
1.10E-06,0,19317
0.00019483,0,19316
0.00014565,0,19315
0.00039065,0,19314
0.00032072,0,19313
-0.00022451,0,19312
0.00015901,0,19311
-5.23E-05,0,19310
0.00016653,0,19309
-5.36E-06,0,19308
4.66E-05,0,19307
-7.35E-05,0,19306
9.11E-05,0,19305
-0.00017147,0,19304
-0.00036362,0,19303
-5.26E-05,0,19302
-0.00022412,0,19301
-0.0001638,0,19300
-0.00018737,0,19299
-7.01E-05,0,19298
-0.00021598,0,19297
-9.58E-05,0,19296
-5.71E-05,0,19295
1.25E-05,0,19294
5.80E-06,0,19293
0.00020778,0,19292
0.00015587,0,19291
0.00010341,0,19290
0.0003011,0,19289
0.00015116,0,19288
2.81E-05,0,19287
0.00011367,0,19286
7.53E-05,0,19285
3.28E-05,0,19284
4.82E-05,0,19283
-9.66E-05,0,19282
-0.00029047,0,19281
-0.00016941,0,19280
-0.00016717,0,19279
-8.45E-05,0,19278
-0.00023523,0,19277
-0.00017445,0,19276
-0.00021208,0,19275
-9.16E-05,0,19274
-0.0003269,0,19273
-0.00028995,0,19272
-5.14E-05,0,19271
7.55E-06,0,19270
0.00012651,0,19269
7.78E-05,0,19268
0.00028147,0,19267
0.00015643,0,19266
0.00034675,0,19265
0.0002488,0,19264
0.00020635,0,19263
0.00038905,0,19262
0.00046013,0,19261
0.00037199,0,19260
0.00034173,0,19259
0.00034786,0,19258
0.00016877,0,19257
3.03E-05,0,19256
-5.15E-05,0,19255
-0.00019708,0,19254
-2.01E-05,0,19253
-0.00021848,0,19252
-0.00038516,0,19251
-0.000646,0,19250
-0.00040636,0,19249
-0.00055789,0,19248
-0.00046079,0,19247
-0.00028133,0,19246
-0.00044002,0,19245
-0.00048096,0,19244
-0.00022764,0,19243
-0.00010247,0,19242
-0.00021028,0,19241
-0.00011988,0,19240
0.0001275,0,19239
2.06E-05,0,19238
0.0003763,0,19237
0.00024909,0,19236
0.00030613,0,19235
0.00043555,0,19234
0.00033681,0,19233
0.00061845,0,19232
0.00059764,0,19231
0.00068659,0,19230
0.0004679,0,19229
0.00049499,0,19228
0.00043838,0,19227
0.00016128,0,19226
0.0002776,0,19225
0.00014694,0,19224
-0.00012688,0,19223
-0.0001799,0,19222
-0.00033693,0,19221
-0.00046031,0,19220
-0.00036823,0,19219
-0.00033386,0,19218
-0.00086514,0,19217
-0.0004915,0,19216
-0.00037996,0,19215
-0.00048251,0,19214
-0.00041597,0,19213
-0.00048402,0,19212
-0.00031093,0,19211
-0.00017844,0,19210
-0.00032629,0,19209
-2.02E-05,0,19208
3.46E-05,0,19207
0.00033851,0,19206
0.00036075,0,19205
0.00014225,0,19204
0.00029234,0,19203
0.00036802,0,19202
0.00046163,0,19201
0.00050101,0,19200
0.00039372,0,19199
0.00045681,0,19198
0.00021898,0,19197
0.00019767,0,19196
0.00011888,0,19195
0.00037537,0,19194
-7.23E-05,0,19193
-3.26E-05,0,19192
-5.52E-05,0,19191
-3.39E-05,0,19190
5.37E-05,0,19189
-0.00021064,0,19188
-0.00020235,0,19187
-9.69E-06,0,19186
-0.00023076,0,19185
-3.76E-05,0,19184
-5.11E-06,0,19183
0.00022684,0,19182
0.00021792,0,19181
0.0001577,0,19180
0.00021774,0,19179
0.00016633,0,19178
0.00032571,0,19177
0.00022472,0,19176
0.00037218,0,19175
0.00029777,0,19174
0.00012879,0,19173
0.00028396,0,19172
0.00010061,0,19171
0.00014175,0,19170
1.04E-05,0,19169
-0.00014937,0,19168
-0.00017488,0,19167
-0.00026094,0,19166
-0.00031291,0,19165
-0.00058257,0,19164
-0.00042843,0,19163
-0.00071626,0,19162
-0.00036452,0,19161
-0.00047674,0,19160
-0.00029312,0,19159
-0.00038842,0,19158
-0.00036451,0,19157
-0.00010641,0,19156
4.89E-05,0,19155
3.96E-05,0,19154
0.00018272,0,19153
0.00026996,0,19152
0.00046353,0,19151
0.00028364,0,19150
0.00056872,0,19149
0.00060018,0,19148
0.00022153,0,19147
0.00041,0,19146
0.0005422,0,19145
0.0002224,0,19144
9.96E-05,0,19143
8.08E-05,0,19142
0.00026608,0,19141
7.69E-05,0,19140
-0.00020843,0,19139
-0.00024132,0,19138
-0.00028836,0,19137
-0.0002519,0,19136
-0.00038191,0,19135
-0.00050982,0,19134
-0.00050606,0,19133
-0.00034408,0,19132
-0.00021947,0,19131
-0.00028694,0,19130
-0.0004924,0,19129
-0.00019587,0,19128
-0.00014904,0,19127
0.00020341,0,19126
8.95E-05,0,19125
0.00014609,0,19124
0.00042743,0,19123
0.00038951,0,19122
0.00027997,0,19121
0.00022793,0,19120
0.0003781,0,19119
0.00046796,0,19118
0.00015379,0,19117
0.00030316,0,19116
0.00016938,0,19115
0.00013324,0,19114
1.57E-05,0,19113
0.00010027,0,19112
-7.80E-05,0,19111
-0.00037627,0,19110
-0.00036864,0,19109
-0.00053496,0,19108
-0.00049896,0,19107
-0.00052226,0,19106
-0.00055412,0,19105
-0.00050528,0,19104
-0.00024471,0,19103
-0.0003757,0,19102
-0.0001776,0,19101
-4.31E-05,0,19100
-1.32E-05,0,19099
4.65E-05,0,19098
0.00037137,0,19097
0.00041498,0,19096
0.00046837,0,19095
0.00037115,0,19094
0.00068151,0,19093
0.00069276,0,19092
0.00063692,0,19091
0.00069506,0,19090
0.0006368,0,19089
0.00048702,0,19088
0.00032311,0,19087
0.00041872,0,19086
0.00044178,0,19085
0.00012844,0,19084
-8.57E-05,0,19083
-0.00032841,0,19082
-0.00027951,0,19081
-0.00021457,0,19080
-0.00034855,0,19079
-0.00046093,0,19078
-0.00057766,0,19077
-0.00070128,0,19076
-0.00055772,0,19075
-0.00071097,0,19074
-0.00044464,0,19073
-0.00035727,0,19072
-0.00050571,0,19071
-0.00011821,0,19070
-0.0002704,0,19069
5.11E-06,0,19068
-7.26E-05,0,19067
-0.00013184,0,19066
0.00018773,0,19065
0.00016012,0,19064
0.00048946,0,19063
0.00045315,0,19062
0.00038118,0,19061
0.00041719,0,19060
0.00054314,0,19059
0.00042187,0,19058
0.0005754,0,19057
0.00023066,0,19056
0.00031529,0,19055
9.39E-05,0,19054
0.00013479,0,19053
9.38E-05,0,19052
2.48E-05,0,19051
-0.00033869,0,19050
-0.00022654,0,19049
1.57E-05,0,19048
-0.00057164,0,19047
-0.00043161,0,19046
-0.00048307,0,19045
-0.00025931,0,19044
-0.00047581,0,19043
-2.65E-05,0,19042
-0.0002097,0,19041
-0.00018198,0,19040
6.53E-05,0,19039
0.0001243,0,19038
-5.69E-05,0,19037
0.00012077,0,19036
0.00030859,0,19035
0.00024599,0,19034
-8.50E-06,0,19033
0.00018999,0,19032
4.45E-05,0,19031
0.00012395,0,19030
0.00029725,0,19029
9.90E-05,0,19028
7.27E-05,0,19027
0.00028439,0,19026
2.08E-05,0,19025
-0.00016601,0,19024
-2.33E-05,0,19023
-5.32E-05,0,19022
-0.00024703,0,19021
3.51E-05,0,19020
-0.0002177,0,19019
-0.0001669,0,19018
-6.09E-05,0,19017
4.63E-05,0,19016
5.84E-05,0,19015
9.50E-05,0,19014
0.00030581,0,19013
0.0003066,0,19012
0.00016567,0,19011
5.28E-05,0,19010
-2.55E-05,0,19009
9.58E-05,0,19008
0.00023861,0,19007
0.00022791,0,19006
0.00028199,0,19005
0.00035167,0,19004
0.00017227,0,19003
0.00017859,0,19002
-0.00016407,0,19001
-0.00019207,0,19000
-1.60E-05,0,18999
-8.20E-05,0,18998
-0.0001758,0,18997
-0.00032496,0,18996
-5.02E-05,0,18995
-0.00039315,0,18994
-0.00029379,0,18993
-0.00024527,0,18992
-0.00027164,0,18991
-0.00047382,0,18990
-0.00045394,0,18989
-3.39E-05,0,18988
-4.60E-06,0,18987
-0.00025183,0,18986
-7.40E-05,0,18985
-3.91E-05,0,18984
0.00018244,0,18983
0.00030613,0,18982
0.00025742,0,18981
0.00030075,0,18980
0.0003652,0,18979
0.00041683,0,18978
0.00032995,0,18977
0.00024543,0,18976
0.00045073,0,18975
0.00031479,0,18974
0.00028136,0,18973
0.00010372,0,18972
7.29E-05,0,18971
-3.43E-05,0,18970
6.58E-05,0,18969
3.56E-05,0,18968
-0.00018698,0,18967
4.47E-05,0,18966
6.61E-05,0,18965
-4.45E-05,0,18964
-0.00016712,0,18963
-0.00025454,0,18962
-0.00016588,0,18961
-0.00040427,0,18960
-0.00027291,0,18959
-0.00033205,0,18958
-0.00028849,0,18957
-0.00012883,0,18956
-9.20E-05,0,18955
7.71E-05,0,18954
0.00012454,0,18953
0.00019858,0,18952
-8.00E-06,0,18951
0.00026587,0,18950
0.00028467,0,18949
0.00011605,0,18948
0.00018619,0,18947
0.00016538,0,18946
0.00020764,0,18945
0.00015732,0,18944
0.00014965,0,18943
0.00013157,0,18942
-0.00010399,0,18941
-7.55E-05,0,18940
-0.00037022,0,18939
-0.00040621,0,18938
-0.00044907,0,18937
-0.00027366,0,18936
-0.00043189,0,18935
-0.00045084,0,18934
-0.00018263,0,18933
-0.000288,0,18932
-0.00029036,0,18931
-0.00036754,0,18930
2.90E-05,0,18929
0.00014544,0,18928
0.00020198,0,18927
0.00035367,0,18926
0.00015476,0,18925
0.00037154,0,18924
0.00060422,0,18923
0.00038037,0,18922
0.00047102,0,18921
0.00039364,0,18920
0.00041334,0,18919
0.00053093,0,18918
0.00029051,0,18917
0.00030681,0,18916
0.00030357,0,18915
0.00012839,0,18914
-0.00016627,0,18913
-0.00011047,0,18912
-0.0001845,0,18911
-0.00038732,0,18910
-0.00048233,0,18909
-0.000787,0,18908
-0.00075291,0,18907
-0.0008833,0,18906
-0.0004197,0,18905
-0.00079298,0,18904
-0.0006975,0,18903
-0.00044141,0,18902
-0.00048543,0,18901
-0.00019567,0,18900
-4.74E-05,0,18899
0.00019583,0,18898
9.82E-05,0,18897
0.00038597,0,18896
0.0003549,0,18895
0.00073261,0,18894
0.00074903,0,18893
0.00071696,0,18892
0.0007378,0,18891
0.00096115,0,18890
0.00069692,0,18889
0.00070521,0,18888
0.00040258,0,18887
0.00036991,0,18886
0.00030711,0,18885
0.00017955,0,18884
2.68E-05,0,18883
-0.00013458,0,18882
-0.00035053,0,18881
-0.00040685,0,18880
-0.00060448,0,18879
-0.00080071,0,18878
-0.00070231,0,18877
-0.0007464,0,18876
-0.0007534,0,18875
-0.0007339,0,18874
-0.0007232,0,18873
-0.00083155,0,18872
-0.00072379,0,18871
-0.00031021,0,18870
-0.00023553,0,18869
-0.00029072,0,18868
-4.03E-05,0,18867
0.000105,0,18866
0.00026833,0,18865
0.00019116,0,18864
0.00044907,0,18863
0.00045582,0,18862
0.00070229,0,18861
0.00045122,0,18860
0.0006954,0,18859
0.00057644,0,18858
0.00046524,0,18857
0.00044289,0,18856
0.00041779,0,18855
0.00050967,0,18854
0.00026258,0,18853
0.00018302,0,18852
0.00010821,0,18851
-1.89E-05,0,18850
-0.00020358,0,18849
-0.00041825,0,18848
-0.00035946,0,18847
-0.00046239,0,18846
-0.00017558,0,18845
-0.00021832,0,18844
-0.00041602,0,18843
-0.00012689,0,18842
-0.00033925,0,18841
-0.00010898,0,18840
-0.00014511,0,18839
7.04E-05,0,18838
0.00018621,0,18837
0.00033622,0,18836
6.60E-05,0,18835
0.00022543,0,18834
0.00010003,0,18833
7.13E-05,0,18832
0.00015845,0,18831
7.13E-05,0,18830
9.41E-05,0,18829
0.00014567,0,18828
0.00022374,0,18827
-0.00013915,0,18826
-3.67E-06,0,18825
-0.00011837,0,18824
-0.00016157,0,18823
-0.00039206,0,18822
-0.00023472,0,18821
-0.00042902,0,18820
-0.00027491,0,18819
-9.02E-05,0,18818
-0.00028892,0,18817
-3.73E-05,0,18816
